feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
0.9836153218397821,0.859497051881323,0.39093416138293324,0.07034724283024985,0.5317712432484721,0.8382059411099061,0.8689834249428936,0.720155573557422,0.9026442986049525,0.04851399496642217
0.35535900156206846,0.7222441473133615,0.8142537175682608,0.6935219064589517,0.4180496224348722,0.3910195072050342,0.264300874398233,0.7494263547622038,0.5943159710719617,0.400171458060676
0.6678131195701077,0.2494100296263313,0.38237931318625573,0.7609846300064876,0.40288944423331896,0.3247459258828259,0.43689506198358796,0.39777987502714784,0.49921435368881706,0.8164255147439907
0.4379297111492876,0.8148266831989173,0.9150774609145502,0.6422178409845246,0.9666869649289321,0.28494858384284916,0.9883342635204975,0.7518730125327331,0.17535118325031485,0.45502530534774
0.5164805565815008,0.9383724196535839,0.4493373031688168,0.8724551986539097,0.059456453744981874,0.9910793474956463,0.5148991416303387,0.8792355621659849,0.5116140151476669,0.5235594958885454
0.4047778253614961,0.9319068178734662,0.034318013811674875,0.1186295819333475,0.3273335480249968,0.18660589709531927,0.6603894100170263,0.6458914000017654,0.8151377839251089,0.7591195138945946
0.7158880921897638,0.04365446631721548,0.861942209165101,0.46225973345230453,0.9826117094769515,0.3468296824698158,0.8951637198165832,0.8149794621616352,0.8299668179764055,0.0912630430357605
0.5324458914818724,0.3025983104461768,0.9322336197244016,0.8261040377324059,0.6736566125698179,0.12728723860086844,0.9191681490494833,0.8065103104147487,0.6380252511218841,0.911179084363396
0.6027283834634989,0.005866575513503558,0.7558312359020836,0.04055041636046397,0.7893750422437332,0.929276479034304,0.35562422758263723,0.6742867865015739,0.4676695873767822,0.8270508236618801
0.46631201614717377,0.5511068096459014,0.5247465483179401,0.3542823250017084,0.6709842080014,0.7715983074122925,0.8864461641307053,0.7591558203415346,0.06532028343729979,0.23282448776571607
0.06716787087764364,0.4081448014711455,0.1319802868344665,0.895300209420534,0.9906459601417832,0.022996532034987083,0.11840360459726429,0.9896365155598723,0.1533810653081591,0.7241916119375111
0.4854126402700135,0.39805101910810203,0.25775453728420394,0.5150879413568483,0.13328330611884898,0.06947869314096322,0.9856484608792669,0.7434840090101191,0.8054314106013534,0.5663742421274361
0.008918529802424913,0.008935287278144854,0.8296941923723102,0.7258990634540675,0.7753140618500108,0.720933935330124,0.056056249353878096,0.6613924691812837,0.17457093428339576,0.3352754456121838
0.2983647420761142,0.12256034091546542,0.29412385906393723,0.3968731138589695,0.10583039711412168,0.33699055065869254,0.24792853895753486,0.11188574230616655,0.6504345050645238,0.6250026176532889
0.4495479235113208,0.9722267974050895,0.5623526525504156,0.904326580921232,0.06602489767041031,0.22187810191707724,0.42706491991858075,0.9867427262025609,0.7788440687145709,0.8248897734726175
0.05293311743194706,0.24164562687802593,0.1897576155813877,0.123067294634984,0.4264631226298272,0.23503875506739458,0.6563239449946972,0.7031442441674913,0.623160047002644,0.5959608172603091
0.6946275805852634,0.847982853927281,0.4353582558307938,0.5590888585021625,0.48157481638620236,0.4542416249074468,0.9110521731514463,0.793050403133734,0.7382964324860323,0.716790818448053
0.4105153274747164,0.8915588576154323,0.18089401705940755,0.6118371578809405,0.3104871453365865,0.49820620464769005,0.7027149912530577,0.09419543102725325,0.16855025344920171,0.5317796068985775
0.151603088690214,0.5849635412189456,0.5885414116158086,0.44809004333892,0.310808201293841,0.8423573575384338,0.3162674691572157,0.547522890639027,0.865241371392846,0.7462680856361324
0.5773913741598156,0.8855167579018691,0.5097243429390241,0.1579236502588942,0.12193224655957835,0.7380770312745893,0.7409082079000331,0.37086156920961855,0.49481775847556575,0.27958288308994106
0.37826267350326503,0.37347046992028965,0.8396872848887227,0.9291149008846422,0.9129707509562269,0.7720408347735915,0.5863189994240287,0.06998920454474944,0.8311219415385978,0.07563729074194159
0.10906536386843735,0.5457627624392999,0.5071051257305105,0.4867043060907452,0.512595197326998,0.4435116440355601,0.8026083126401153,0.10269883577325467,0.9259579891311803,0.07149176265699253
0.45895327410950726,0.2214714796342433,0.4716553888238215,0.8658466545235214,0.3499873853118669,0.9194775370460334,0.8468765589976985,0.6770704051480594,0.2989628573444082,0.5594693576145546
0.30564424432063064,0.5661191030860745,0.2036965329436886,0.2156147590491131,0.5011799407488827,0.07814752162039806,0.6691746350623925,0.09099927766095739,0.4658318323629531,0.8901770608647581
0.16758872833353156,0.1290716758809316,0.663321239794878,0.6257766564005915,0.9322215154264178,0.228667319566088,0.7144474164871605,0.029672302259099115,0.8108952159118055,0.020348253060171073
0.9330506073345107,0.4968463325998458,0.2895264856863433,0.1134739076309651,0.660590158882321,0.6726318486506192,0.03865093147449994,0.1997085559657341,0.37772182267145127,0.4728861884984611
0.8385507112545431,0.02653691847740902,0.4536923443693428,0.7344287551226925,0.26635136097356427,0.04126822768396066,0.7921647882376649,0.11537029822289924,0.18763240353290833,0.19958915125998544
0.3708625029976297,0.6130539687319672,0.817306133750675,0.5201486715942031,0.4070364354522611,0.3749797083697666,0.3304899727787818,0.535571178651544,0.24711634366771484,0.25755451393652795
0.04106770543790694,0.5239573963331086,0.3130958526710417,0.5273288184563307,0.8147484669602219,0.005838297218126787,0.28319202559542,0.7214286554494319,0.47460784923003974,0.7483247543081356
0.17874589244251649,0.37383172521883157,0.5195838204193487,0.36024645927136245,0.7490454562826653,0.13716161426718265,0.40907781044330993,0.9547310096829514,0.8038174767402693,0.39632083783623306
0.8759494873916007,0.4762651548968415,0.040436029658068806,0.37204170276925497,0.8706421932015449,0.6389190247150661,0.5816429090757771,0.3646019975314614,0.1471029539265314,0.8840939593437526
0.3252018737068204,0.967854340568317,0.2940434222278524,0.8093849642242115,0.37152275294691517,0.42409465505489985,0.8733481582690649,0.1990825622851713,0.29897754291515966,0.4184471641347445
0.6122025641651089,0.8119595089240056,0.7140586670290636,0.27850588229625917,0.6130886746222611,0.42141709734332833,0.2938929977694942,0.8185723436690637,0.25859497810584087,0.6833173826070827
0.2761037955896226,0.37082270903425385,0.3462411479117802,0.7647859466072757,0.6375451607815323,0.9844587819145145,0.9546463450395137,0.19502760611742198,0.9952970865001366,0.5591251222915986
0.4873653691696953,0.8375888871743642,0.07175412304048201,0.43121458055453155,0.10687269037747871,0.3506283033664862,0.1269439712612972,0.8922297035852517,0.10911069543337037,0.715644250009583
0.17650190082147243,0.564409927282001,0.18078799523400502,0.8322041722135689,0.8807410134920041,0.6666304145519528,0.44288933715618695,0.8967287126357671,0.19812792974257043,0.9561181819963626
0.5138863643431794,0.49262204497179274,0.5081630522828389,0.7403248394117314,0.10823533743717162,0.8151092858219018,0.3048344967484341,0.9014772004151476,0.7548654400580694,0.3008793858014662
0.4477244480457503,0.22110356874002246,0.029801480057957797,0.8036428916025322,0.9284482728225434,0.26462615002480017,0.3111745389994254,0.9294184042722452,0.6739858167566598,0.24736986860461074
0.35819282211644854,0.06766412742208905,0.12383758240960496,0.5366945259035174,0.9980163335247435,0.4161405888363593,0.04373505993871596,0.826967384335387,0.3654268922778353,0.1780402741477095
0.6058727250762639,0.03742664244259819,0.4848689713343003,0.1595283414573243,0.41937569627800797,0.9273095766379211,0.10915079914581649,0.6935512617403281,0.6216238857583279,0.09719480784986834
0.8458171359712071,0.3832542428126662,0.5510366704090276,0.47695314259101773,0.12333788942078983,0.9466638140030141,0.741169319251681,0.2505583161535583,0.5115076372784867,0.8729248708909915
0.5360654666846211,0.9865574402306674,0.4692509090484642,0.2935576863873378,0.19151181230259073,0.7481831991937745,0.5644498142541392,0.5395679111672933,0.09246431066704042,0.5980539908939271
0.5522045086940358,0.5476180484732982,0.5100268972297114,0.11327318715656798,0.9844654139836482,0.8166252879296045,0.038135561495551085,0.1800806139996638,0.3135132530605653,0.5782067810779764
0.38448790949097256,0.20848988299497406,0.41882107374478694,0.5989762623005903,0.44211621141149393,0.8451541173754085,0.5401916982472593,0.7235748503059379,0.3776177737535549,0.5717208142232981
0.8179186205283113,0.011057805847083935,0.5724193965425035,0.02789170535733232,0.9444125545147095,0.30163537386148076,0.2947179796428421,0.43069765673472626,0.6122725998252285,0.19616900553631456
0.15428984428639203,0.50256679612302,0.7156226273748681,0.26664639039391236,0.3119246120951772,0.006983734968286193,0.9987300167600475,0.21761572412610053,0.992910534125539,0.7891936835554378
0.9856142980749342,0.7947094161540351,0.28056717042613744,0.6826938558991744,0.7120427814492256,0.5023956261823497,0.5323636527215344,0.5118587222501367,0.1712099040904278,0.24526801164414636
0.20950938701341715,0.23500209213410228,0.39048513369834137,0.6759539377657396,0.8912156148902382,0.5619595404050391,0.088556016005497,0.8760206011310506,0.3502312989331904,0.7758949043879447
0.4066118386233776,0.4053305428709508,0.7434145933711946,0.42102375418456883,0.2709456536832624,0.934775672592197,0.15616457385775895,0.1976961538659936,0.09554817267694593,0.025314321881763302
0.543411866014877,0.5962976663284849,0.2721468285697366,0.9185301853481552,0.10734992337508564,0.5769561900990291,0.5709780402302588,0.8299381422986128,0.05383513789776784,0.5416392420854674
0.5271411740957166,0.43035408712965884,0.9883260078867362,0.004176935751896149,0.23689148498877954,0.02699524236286599,0.6285507732390695,0.054574364921090246,0.41320664327588463,0.39088400244677857
0.23294915010395012,0.38369937999522297,0.4005293729819176,0.36886024690054464,0.7616541268578221,0.6653197385685432,0.36892779802197084,0.19790005966112623,0.5956968220577974,0.502235282388801
0.22222753799036787,0.42834632710917087,0.6788998409307163,0.36602471636870915,0.298924941517579,0.0801397432518911,0.9568541667014804,0.9527912889133404,0.012623865055035322,0.9023909728363217
0.07495763510342923,0.36861627134635166,0.3681079612348398,0.23525272008152798,0.9295838197473087,0.9436897900683572,0.2180658888645084,0.030550866909070495,0.61387487794584,0.9026720387101429
0.6614234164443169,0.6333382801153496,0.24557219805706298,0.5166845514704761,0.47633885022116484,0.5032672815671814,0.5272506489412575,0.39338471596232105,0.4619441768543887,0.5450204044956681
0.8062899905099273,0.8641467913809168,0.345867657779124,0.006707174729312482,0.2609327939102096,0.7157362282826054,0.6526742871324426,0.9782249325570148,0.31819756029324675,0.9795555735811021
0.7507182517256483,0.3811588560508643,0.008101207284636702,0.40825083470740664,0.9918486150940181,0.46782472934879915,0.01687768478075624,0.7659514532049787,0.8106153481234158,0.9812856650042953
0.06340952176258063,0.4532200437694627,0.15197522659320162,0.4489440257974332,0.8843172865433367,0.996657874136082,0.44892819401057693,0.30926038845001935,0.7541990619130392,0.9705453145997087
0.8180126927590049,0.4224646614007581,0.3479691544369222,0.011635326291923431,0.3478976624475495,0.08837085456049132,0.8488502228376745,0.6237615866819022,0.12644494647536197,0.2027954743943613
0.5929998338979444,0.6984562067208444,0.09544127766609989,0.7919824780758767,0.9130021660254339,0.7656322637003138,0.1613917035377488,0.47150569700188194,0.6564721107704975,0.2975496719356362
0.9370730209027989,0.2087271275479874,0.16404211720914708,0.9579781501781495,0.9118969514396381,0.28355473121256436,0.9551860514493952,0.3335036774958644,0.6287890321288779,0.5225099601443552
0.9467188844658896,0.5157323458899631,0.15370749502355507,0.01234020299804639,0.37288125764666424,0.5748208339877401,0.8952367862626125,0.4519183643375262,0.8768392566903591,0.3371457897253889
0.1985087284797532,0.151929952731377,0.39859413350777095,0.3483775812924569,0.24842603192908874,0.13383220618561353,0.884601126571195,0.8077224752350586,0.8386568084899203,0.4192649448942375
0.15072029290219358,0.15893396918686797,0.8097738677727958,0.8573937376520633,0.027285320725259354,0.8028805620331206,0.516505893557506,0.047575732797076276,0.5432459953868046,0.5096808778027635
0.3519601783999625,0.7234044541907917,0.9139146044754738,0.6688218265807384,0.8674854159327706,0.6351801160894024,0.3095477076148141,0.3042413491575686,0.8414624923090082,0.17262906813190926
0.5543703733408327,0.9740642453959467,0.8286875197857513,0.38290107096028936,0.7755660866371131,0.6070575787247047,0.5572132262209513,0.2751574101658859,0.10467666415886512,0.18380053536874985
0.19433637028186923,0.4308046182408336,0.053380604838971224,0.3570054182341744,0.6802698139984944,0.9068452850597319,0.9062436489206841,0.7303229135418285,0.7317704209096347,0.4774083045733033
0.5071508094502056,0.5603830623340048,0.07428116442923804,0.11000924134522627,0.46951926917365727,0.18449109207122094,0.7834420380089263,0.5217305597365715,0.5008618110200382,0.3578858181726078
0.917148825510609,0.9065756362065011,0.611734413627884,0.1978931713068921,0.9647704138312322,0.10706025745601166,0.015678818990465082,0.42678919611699295,0.9600441642419337,0.2530841188072269
0.8314595148660178,0.5010391305848338,0.16850403866965535,0.7266570270738171,0.4936225109277427,0.7704153165836216,0.2295203470105639,0.4155736595719194,0.22098873871134705,0.3528135262784323
0.6803563285045062,0.9189567709357996,0.1350477278877138,0.44304007823108127,0.026497471781097737,0.6183617857982288,0.9930376047148712,0.7878655579502313,0.1675674800922462,0.7565635788655621
0.16402778795323625,0.45577210517886,0.9169965883751142,0.23191756649902606,0.6258560091815049,0.8734022764361457,0.12970991111908559,0.19966674596904288,0.11343565621913365,0.481982145891259
0.1976187916552924,0.9571156117980828,0.9369680731724148,0.7225025416061996,0.7046794493851953,0.7531407144310085,0.9459358032324722,0.751706595116593,0.3773176867768617,0.3256251228746013
0.7839877874673913,0.1218997421706901,0.4996693564959157,0.043476218588637816,0.059672280670252875,0.7492420900910126,0.7271030714478719,0.1044677280040942,0.958282187443296,0.8411856848320294
0.6828910074708676,0.30238446291128773,0.6604551426490886,0.6186291309702735,0.9075552396600852,0.8264108367420266,0.18588510311515272,0.3978470670340215,0.5734098807558625,0.9328547256344019
0.8447553081602552,0.2912697073308883,0.9256378444069194,0.3386685217362281,0.817565241942823,0.9011434348089679,0.14840949509845414,0.7563357363093728,0.706700057153407,0.29169847798763604
0.2681001503713407,0.009261162254076472,0.12379505940100999,0.014355744790509939,0.030346096001222622,0.14684047998431904,0.47492748891539416,0.16050262198699605,0.47333159513725975,0.1080564474124538
0.6262434915625017,0.9484272717460667,0.938284486485582,0.7733181869274613,0.9066501473499593,0.3102459175358524,0.6787329982158232,0.5497624861400268,0.2685098496901498,0.43652170462462936
0.670813120349318,0.3952087951502261,0.530545769966422,0.13674259572013814,0.08981875179595433,0.9764248590226838,0.8205980366389276,0.426490242970497,0.49017575005635994,0.1092918908071856
0.3300738421231799,0.8558800560830894,0.24187810492424267,0.17607387973993138,0.21254878359687968,0.3405577041529665,0.34612646752675136,0.586790820178483,0.5881577918429364,0.9575114717593359
0.8864264035802614,0.0018979398444055606,0.865414863147606,0.8648084385354549,0.13170855792178682,0.9870189997091737,0.8121586733690943,0.29970108036578813,0.9361978849453273,0.3524459785869486
0.9685738642676099,0.13272546753077585,0.2816771005974714,0.37818872590981256,0.49990665915382415,0.15682831176265488,0.9214160665421415,0.26429394090062797,0.8560782345061145,0.5152917715022117
0.09597115286330316,0.7668549785432609,0.44457501197340565,0.21573422239111628,0.011310441856053455,0.7606308522766996,0.964409328084682,0.03368570644419011,0.6524738860553878,0.42573781886239226
0.9760914156341842,0.5782245297029435,0.32871088195978737,0.3461319066602694,0.4143930585521858,0.4196740225478979,0.012046300406274413,0.36449898264308644,0.6665414769469724,0.45500545253162805
0.5486186206705971,0.9181626763863765,0.6304382251042199,0.5322351986533456,0.4871247629036981,0.9653910592590224,0.24645450396528856,0.14300267660208255,0.5971737026061458,0.789334379909049
0.17700284822235401,0.7789283002439321,0.1481752366929998,0.025832345739662532,0.29753928165214605,0.9726327574059525,0.6105068307476609,0.07939958487758658,0.12785168808950942,0.6653491449460319
0.8248334654823553,0.5623016323371125,0.010762144095784354,0.14715579099432607,0.5206448971472404,0.12820882471848638,0.2788337788615347,0.3112309233483642,0.06175008467744936,0.19752872990034243
0.4857466009009005,0.5762698972887348,0.30964275049543777,0.30877022629388295,0.8395787573830067,0.8107998757812321,0.6644421505857555,0.023526401405719044,0.9460523209543623,0.10920654477677183
0.36838719209993764,0.507090325191249,0.760461977545667,0.04738547170353402,0.0032262202968311726,0.049149037872759926,0.22636611866457734,0.6091728647586379,0.022216838449468534,0.6957919200411977
0.03233742459983113,0.009471125133822422,0.4567663049806402,0.7354506124391613,0.9770038867957356,0.3957302144665268,0.8839893277408556,0.8434185670556917,0.8020350613623095,0.4262262163269688
0.5336942806939285,0.9874805364846846,0.24346216126575482,0.2088143584406681,0.1375246937219391,0.36429653584193267,0.8361755406714494,0.9888743698098044,0.21635608407080975,0.7206785917144432
0.9742084164726346,0.32584740188931305,0.35235752088661754,0.1356853200395115,0.048501024500884116,0.27993169985584343,0.2007530007564028,0.5443310450139426,0.5105911871071763,0.5851615460272748
0.10588496904551314,0.7722066998960835,0.8666256021037918,0.02946239243000548,0.9080781227149995,0.11669135900213878,0.9460425615968617,0.8506512008904565,0.13598605873650516,0.3420722443116764
0.28646429286238495,0.8816889085237369,0.4818942444089058,0.789934450304203,0.25319910575405813,0.02782298541148487,0.13387546470434208,0.705208100085617,0.4352905479931377,0.6897117934230258
0.5430271792300552,0.3304828040466181,0.18412247989674713,0.28633363944115253,0.09372563255307775,0.7304584126707455,0.9340824227275162,0.6690151647956011,0.1607454356154271,0.36611387909589765
0.47550910189952544,0.8404589494590498,0.942802328966693,0.16891270199660036,0.26766512184368974,0.5837785418883681,0.5144970282325148,0.09817590356568029,0.8401969998689058,0.46358756373179955
0.8591634506976247,0.7569730092157009,0.7801495451909498,0.3513329081046721,0.7803922441843936,0.5781195656206227,0.6097445619909582,0.31364221576528395,0.8978630407975476,0.9568298556794766
0.1076296628694372,0.6786383628962487,0.14334125106203355,0.7237549102520324,0.4987155610672135,0.11531225154802138,0.103606218302157,0.5826606245956356,0.860025133779899,0.6163530220126434
0.7755054309471106,0.013610547225135883,0.6160698176366525,0.04162053916574182,0.49950029596505885,0.12049999525496435,0.8244415609342056,0.12719323304470875,0.443755516289672,0.9983951289004924
0.09432988329667857,0.8252196528063771,0.2408309753801804,0.031083894804248113,0.6812253374941029,0.949202582875945,0.8968592846469892,0.1285623124311921,0.20238454768770453,0.5440403811888926
0.9875973430374814,0.8788788033707987,0.992645266235968,0.3163897009509101,0.10428794512633832,0.7661095747373193,0.08937504219296855,0.5411502086493397,0.05718116872693679,0.8906149588531296
0.41392178671904944,0.07058574396242356,0.957023160217053,0.7365412318234679,0.8741415236576751,0.6522683826790648,0.4437245347979414,0.8710597316377757,0.9245017177099158,0.0027451163862004524
0.31783088305575713,0.39894700970799735,0.5988779859898358,0.5360770145495038,0.2682492619813499,0.98507224637155,0.9256251269311333,0.9575248958747603,0.4794393585931195,0.9129843989745895
0.5547360882471616,0.7866642352542114,0.33779857782722267,0.9996505774088554,0.7801986466144839,0.22439886265214704,0.010464108317008392,0.23281086391840145,0.3606939908330814,0.8415090651690288
0.2276249075588287,0.7701447464960928,0.7277414164587056,0.7970762447075675,0.40207578670284205,0.5629262479871485,0.905886910285098,0.4441864374448793,0.5292186405012909,0.8854296630679109
0.5235598599190688,0.8461458399675444,0.8023984934537425,0.6579347007749186,0.07695007707447754,0.37306649835153005,0.8174130835052742,0.6275222289981358,0.010843279891076363,0.8936469788114876
0.6990804919806208,0.9956122483382065,0.31591168066631936,0.4181007887889231,0.32859331343441545,0.5814090111075244,0.08869277272686815,0.5130023275901295,0.7621211353219979,0.7919406460324402
0.5206611699517928,0.6906383681999403,0.46756700226657966,0.08349305500018778,0.7113708809268919,0.14427615256401805,0.05218251220471215,0.9349745810456811,0.8223870983071475,0.6783922831965725
0.6915807224176105,0.709525437850851,0.4993956380565713,0.6445613791003489,0.09643248668813853,0.7857132495985653,0.7703821584289422,0.3216496183834996,0.9391720888786967,0.1265784012689828
0.6732999804910784,0.10208191661165056,0.6281222678108369,0.06222814203997695,0.024033941072026166,0.6446306373278883,0.650139986401335,0.41029526354965606,0.6834158284370345,0.5305772342588934
0.8601082010961256,0.2429982154576944,0.46396525229404484,0.3353230481129911,0.2092587395568506,0.24349622873507537,0.41992518867166906,0.10120001152816072,0.2661188463645875,0.6284176867447824
0.6838422194155596,0.7742689587585775,0.7120186780658815,0.07823765921437742,0.5419006032529992,0.6670476102481071,0.7531138903157333,0.6090108677256336,0.06801058761319345,0.6806592037602744
0.9098033801423965,0.696992953585529,0.8862848022157582,0.7553930422723701,0.4446297256941759,0.5217859504213193,0.5599135551298215,0.5394293404008665,0.32562565134439203,0.0029251964826154664
0.8061951047103966,0.8572253043141584,0.07280317454895013,0.08393540887540818,0.02059867503472468,0.8546522770164039,0.0820950493039182,0.32308130069398144,0.07508079328662753,0.5600386366184672
0.5955367783341167,0.04151828545954939,0.2139376534830597,0.8535248709018879,0.8506250632152088,0.694917513271249,0.048278207721004995,0.7976260209254912,0.6140456945477676,0.627825855229151
0.8727102437878104,0.7173127805413838,0.3469030953597452,0.6330506098797001,0.8571417761359422,0.13542421152073292,0.3607239231290995,0.6837165672827442,0.31258014541724355,0.8870016778475026
0.9664300212151226,0.5936653628901019,0.5496466403421788,0.7485788054895304,0.3813283672550246,0.41940878839314555,0.5711995358194606,0.21256514300996043,0.4255185826249649,0.14924774342855873
0.6534443862033712,0.0002145577730111592,0.294223111908938,0.3894142824435025,0.5401492160567656,0.6320893876878426,0.4690073997751223,0.6461502646949245,0.3309463081260563,0.3888302540339347
0.3377823757319486,0.33357841441120883,0.5656133956862811,0.9248861527636955,0.6112341524182094,0.17154259045689713,0.6547599944082074,0.7753460577621639,0.16664149458249888,0.5449887778296639
0.29919299813067657,0.043718723898150125,0.42165315851207175,0.7531183760494857,0.9413601048484647,0.3414581516350649,0.35392109131055915,0.1638331246531185,0.35206482558649355,0.3002888949634622
0.23851960610529288,0.5017809611353323,0.3495168161916282,0.8581138015263738,0.40469643023777435,0.7496705557168458,0.02137563809511933,0.2568481584701101,0.12884076247023146,0.7446027329143301
0.7344731657297812,0.2988834450925757,0.17791504808899572,0.2754099216037976,0.08336069808247337,0.8487203998177227,0.3868861008300991,0.28449224447636257,0.9172595204099937,0.6102536116347684
0.44992025916915257,0.08220032972588831,0.7669476658460767,0.24799653086512574,0.332431454811832,0.5347620210683586,0.13153264026665712,0.5774257169489944,0.4079145494372719,0.05831460873151284
0.0741227930182633,0.9040934466311936,0.30433126481788497,0.781123599995463,0.21775323531041368,0.4635950289694354,0.1206324968981688,0.905985271283775,0.5673762724132925,0.6940680486799238
0.21063603925004104,0.36808242801115454,0.3808592237618401,0.7875567722661544,0.7266714801053582,0.31408491869318367,0.5833296958686679,0.6833955837530066,0.8619528896185114,0.6011584441574165
0.7909996188158462,0.26914860576296074,0.3621428007025951,0.8431386748726447,0.11393108452469325,0.4677738255228846,0.8690585181584738,0.8327704951531131,0.7756953807736392,0.22379417938744262
0.13521340835516882,0.8778245499534325,0.6199767236053306,0.7745734352289937,0.731446227423221,0.05486612492100662,0.2617023863035991,0.611906664191316,0.9278404680784228,0.6832675979847573
0.9437006732614864,0.606415216568468,0.26376433126727106,0.7231366639649816,0.27216915806342556,0.6642832660732293,0.5179656137529315,0.6338289607017222,0.5177650740884409,0.8934146428680826
0.431711869240191,0.4417765773390806,0.9071429527362915,0.04345715273095618,0.6907545423215442,0.7756199951229049,0.0486037073005392,0.2636795151160557,0.1873873350448213,0.7904563682662478
0.21950022726312934,0.7392283450169166,0.11897006321316361,0.5692641391178616,0.16759756527850633,0.7463167861013904,0.8568107134953526,0.390470794304673,0.01262122204216598,0.3967935682657413
0.4623006038477774,0.26441214583133277,0.18246100707987567,0.123143177960781,0.3595294581216133,0.3597431655473863,0.09562263597901688,0.9234805095887314,0.7224985715476899,0.287568954753577
0.4316724687701894,0.5335002478882752,0.15779310171714978,0.662141984240267,0.47519987502745864,0.5072761413756314,0.24756120504009815,0.41992209605440667,0.8244632374802771,0.5857415500841952
0.6416947382355178,0.42740561814440137,0.1634675913915712,0.29560253825757543,0.2410007991757933,0.33005407870623094,0.7739850073611569,0.41774446855353986,0.3364806427697813,0.5937558929376808
0.8003908152005442,0.36175546140005355,0.5885607285321534,0.6596319768089406,0.08416362105723629,0.5721123936464759,0.19588404636972112,0.18081922375011905,0.6725649236074848,0.3613406140376568
0.5469262937504503,0.1669444181048273,0.012227167131244498,0.9717957094740545,0.466800062446738,0.31982289069274195,0.7678423781483633,0.7590064154387183,0.9387172131569403,0.5371815768348529
0.8078844960955497,0.4144398102245872,0.6163944517863756,0.4301731171017906,0.26136875025819284,0.8715642325537921,0.2137513718984012,0.5160479364371398,0.8081217961380792,0.12682574470072305
0.5793557254253497,0.6350510660603726,0.0633466406740738,0.3078171264447125,0.3220974691923699,0.49096719330681116,0.5492045318092492,0.6331243368000739,0.008702144008703394,0.26840617828636915
